basicData/name;basicData/title;geoData/address;geoData/zipcode;geoData/country;geoData/latitude;geoData/longitude;geoData/subAdministrativeArea
GoCar Tours;GoCar Tours;de Ferraz, 26;28008;Spain;40.425260108740;-3.716326653957;Madrid
Antociano;Antociano;de Antonia Mercé, 2;28009;Spain;40.423560000000;-3.672840000000;Madrid
Arquirutas;Arquirutas;,;;Spain;40.416775400000;-3.703790200000;Madrid
APIT Madrid;APIT Madrid;Gran Vía, 69, 7ª;28013;Spain;40.422839900000;-3.710512800000;Madrid
Explora lo Desconocido;Explora lo Desconocido;Tomás Bretón, 49B, 1ºC;28045;Spain;40.397543800000;-3.691786700000;Madrid
Carpetania Madrid;Carpetania Madrid;Jesús del Valle, 11;28004;Spain;40.424349442690;-3.704476654530;Madrid
Casino Gran Madrid Torrelodones;Casino Gran Madrid Torrelodones;Autovía A6 (Madrid-Coruña) salida 27;28250;Spain;40.566152179861;-3.913943767548;Torrelodones
Galería Fernando Pradilla;Galería Fernando Pradilla;de Claudio Coello , 20;28001;Spain;40.422843000000;-3.686782700000;Madrid
Galería Jorge Alcolea;Galería Jorge Alcolea;de Claudio Coello, 28;28001;Spain;40.423708200000;-3.686694800000;Madrid
David Bardía Galería de Arte;David Bardía Galería de Arte;de Villanueva, 40;28001;Spain;40.422169700000;-3.682809200000;Madrid
Librerías de la Cuesta de Moyano;Librerías de la Cuesta de Moyano;Claudio Moyano, s/n;28014;Spain;40.409555700000;-3.691410100000;Madrid
Instituto Francés;Instituto Francés;del Marqués de la Ensenada, 12;28004;Spain;40.424747605372;-3.692186772823;Madrid
Gran Casino Aranjuez;Gran Casino Aranjuez;de la Unesco , 1 (Aranjuez);28300;Spain;40.055614000000;-3.604527400000;Aranjuez
Casino Gran Madrid Colón;Casino Gran Madrid Colón;de Recoletos, 37-41;28004;Spain;40.424496500000;-3.691380200000;Madrid
Instituto Alemán de Cultura-Goethe Institut;Instituto Alemán de Cultura-Goethe Institut;de Zurbarán, 21;28010;Spain;40.429562124465;-3.691443800926;Madrid
Campo de Fútbol de Vallecas;Estadio de Vallecas;del Payaso Fofó, s/n;28018;Spain;40.392239566217;-3.658685982227;Madrid
Coliseum Alfonso Pérez;Coliseum Alfonso Pérez;Teresa de Calcuta, s/n;28903;Spain;40.325730691238;-3.714945316315;Getafe
Centro Sefarad - Israel;Centro Sefarad - Israel;Mayor, 69;28013;Spain;40.415305200000;-3.711209600000;Madrid
Casa árabe;Casa árabe;de Alcalá, 62;28009;Spain;40.421734400000;-3.681848400000;Madrid
Punto de Inf. Turística Aeropuerto Adolfo Suárez Madrid-Barajas (T2. Entre Salas 5 y 6);Punto de Inf. Turística Aeropuerto Adolfo Suárez Madrid-Barajas (T2. Entre Salas 5 y 6);Hispanidad, s/n;28042;Spain;40.467945477403;-3.568625450134;Madrid
Calle Fuencarral;Calle Fuencarral;Fuencarral, s/n;28013;Spain;40.420246700000;-3.701490000000;Madrid
Parroquia de Guadalupe;Parroquia de Guadalupe;de Puerto Rico, 1;28016;Spain;40.452430200000;-3.674707700000;Madrid
Andén 0. Nave de Motores de Pacífico;Andén 0. Nave de Motores de Pacífico;de Valderribas, 49;28007;Spain;40.404052275692;-3.674368858337;Madrid
Punto de Información Turística CentroCentro;Punto de Información Turística CentroCentro;de Cibeles, 1 (Palacio de Cibeles),;28014;Spain;40.419055700000;-3.692078100000;Madrid
Jardín Botánico del Parque de Pradolongo (Usera);Jardín Botánico del Parque de Pradolongo (Usera);Rafaela Ybarra , 85;28026;Spain;40.375583000000;-3.711954200000;Madrid
Museo Arqueológico Caños del Peral;Museo Arqueológico Caños del Peral;de Isabel II;28013;Spain;40.418152094066;-3.709355592728;Madrid
Castillo de la Alameda;Castillo de la Alameda;Antonio Sancha, 1;28042;Spain;40.458735880164;-3.592486381531;Madrid
Museo Félix Cañada;Museo Félix Cañada;de Alenza, 1;28003;Spain;40.442557600000;-3.700816900000;Madrid
Real Monasterio de Santa Isabel;Real Monasterio de Santa Isabel;de Santa Isabel, 48 bis;28012;Spain;40.408911400000;-3.694696100000;Madrid
Parque de Santander;Parque de Santander;de Pablo Iglesias, 9;28003;Spain;40.442799254223;-3.706877231598;Madrid
IFEMA - Feria de Madrid;IFEMA - Feria de Madrid;del Partenón, 5;28042;Spain;40.465157240748;-3.616549993517;Madrid
Iglesia de Santa Bárbara (Convento de las Salesas Reales);Iglesia de Santa Bárbara (Convento de las Salesas Reales);de Bárbara de Braganza, 1;28004;Spain;40.423758100000;-3.693433500000;Madrid
Centro Cultural Casa de Vacas;Centro Cultural Casa de Vacas;de Colombia, 1;28009;Spain;40.418682600000;-3.685053000000;Madrid
Lago de la Casa de Campo;Lago de la Casa de Campo;del Embarcadero, 8;28011;Spain;40.418756143825;-3.732354069878;Madrid
Recinto Ferial Casa de Campo;Recinto Ferial Casa de Campo;de Portugal, s/n;28011;Spain;40.411621271075;-3.737126066185;Madrid
Estanque Grande de El Retiro;Estanque Grande de El Retiro;del Estanque;28009;Spain;40.417114722604;-3.684003353119;Madrid
Complejo AZCA;Complejo AZCA;de Pablo Ruiz Picasso, s/n;28020;Spain;40.450316000000;-3.692996000000;Madrid
Plaza de Pedro Zerolo;Plaza de Pedro Zerolo;de Pedro Zerolo, s/n;28004;Spain;40.420974200000;-3.699021800000;Madrid
Plaza Dos de Mayo;Plaza Dos de Mayo;del Dos de Mayo,;28004;Spain;40.427004700000;-3.704010100000;Madrid
Ivorypress Art + Books ;Ivorypress Art + Books ;del Aviador Zorita, 46 - 48;28020;Spain;40.451886533249;-3.698025941849;Madrid
Puerta de San Vicente;Puerta de San Vicente;de San Vicente, s/n;28008;Spain;40.420243124933;-3.720417022705;Madrid
Puerta de Hierro;Puerta de Hierro;de Circunvalación M-30, Paseo del Marqués de Monistrol;28040;Spain;40.455568450139;-3.744363784790;Madrid
Huerto de las Monjas;Huerto de las Monjas;del Sacramento, 7;28005;Spain;40.414699700000;-3.711752900000;Madrid
Jardín El Almendro;Jardín El Almendro;del Almendro, 3;28005;Spain;40.412867500000;-3.708907100000;Madrid
Edificio Mirador;Edificio Mirador;Princesa de Éboli,  13-21;28050;Spain;40.487452500000;-3.655246300000;Madrid
Parque Lineal del Manzanares;Parque Lineal del Manzanares;de Perales, s/n;28021;Spain;40.377964283086;-3.687077777740;Madrid
Casa de Bambú;Casa de Bambú;Clarinetes, 9-21;28054;Spain;40.371426300000;-3.764514200000;Madrid
Las Fuentecillas o Cuatro Fuentes;Las Fuentecillas o Cuatro Fuentes;del Prado (confluencia con Plaza de Murillo), s/n;28014;Spain;40.412762700000;-3.692276000000;Madrid
Fuente de Apolo (Fuente de las Cuatro Estaciones);Fuente de Apolo (Fuente de las Cuatro Estaciones);del Prado, s/n;28014;Spain;40.417257668441;-3.693857789040;Madrid
Fuente de la Alcachofa;Fuente de la Alcachofa;de Honduras (Parque del Retiro), s/n;28001;Spain;40.415413465947;-3.684229049125;Madrid
Fuente de los Galápagos o Fuente de Isabel II;Fuente de los Galápagos o Fuente de Isabel II;de Nicaragua (Parque del Retiro), s/n;28001;Spain;40.418629933021;-3.685489296913;Madrid
Escultura ecuestre de Felipe IV ;Escultura ecuestre de Felipe IV ;de Oriente, s/n;28013;Spain;40.418299614334;-3.712172497634;Madrid
Monumento a Cervantes - Plaza de España;Monumento a Cervantes - Plaza de España;de España, s/n;28008;Spain;40.422764000000;-3.712035000000;Madrid
Fuente de la Cruz Verde (Diana Cazadora);Fuente de la Cruz Verde (Diana Cazadora);de la Cruz Verde, s/n;28005;Spain;40.414041600000;-3.711937400000;Madrid
Fuente de Orfeo;Fuente de Orfeo;de la Provincia, s/n;28012;Spain;40.414913700000;-3.706133900000;Madrid
Fuente de la Fama o Fuente de Antón Martín;Fuente de la Fama o Fuente de Antón Martín;Barceló (Jardines del Arquitecto Ribera), 2;28004;Spain;40.426535700000;-3.700042600000;Madrid
Obelisco de la Fuente  Castellana;Obelisco de la Fuente Castellana;de Yeserías, 36;28005;Spain;40.397417967386;-3.709033727646;Madrid
CentroCentro;Viaje virtual por el palacio de Cibeles (CentroCentro);de Cibeles, 1;28014;Spain;40.419001583194;-3.692200183868;Madrid
Casa - Museo Fuente del Rey (Aravaca);Casa - Museo Fuente del Rey (Aravaca);de la Fuente del Rey, 11;28023;Spain;40.455470486005;-3.770574331284;Madrid
Microteatro por dinero;Microteatro por dinero;de Loreto y Chicote, 9;28004;Spain;40.421536900000;-3.704061600000;Madrid
Real Academia de Ciencias Exactas, Físicas y Naturales;Real Academia de Ciencias Exactas, Físicas y Naturales;de Valverde, 22;28004;Spain;40.422026780072;-3.701642900705;Madrid
Auditorio Nacional de Música;Auditorio Nacional de Música;del Príncipe de Vergara, 146;28002;Spain;40.445966200000;-3.677694700000;Madrid
 CaixaForum Madrid;"Cabeza Patata en&nbsp;#CaixaForumencasa";del Prado, 36;28014;Spain;40.411127061365;-3.693573474884;Madrid
Fundación Juan March;Fundación Juan March;de Castelló, 77;28006;Spain;40.431236303945;-3.681406974793;Madrid
Auditorio 400 Museo Nacional Centro Arte Reina Sofía;Auditorio 400, Museo Nacional Centro Arte Reina Sofía;de Atocha, 2;28012;Spain;40.407916540633;-3.694560527802;Madrid
WiZink Center;WiZink Center;de Felipe II, s/n;28009;Spain;40.423859700000;-3.671842100000;Madrid
Palacio Vistalegre Arena;Palacio Vistalegre Arena;de Utebo , 1;28025;Spain;40.385994313696;-3.738548755646;Madrid
Teatro Español;El Español en abierto: Las de Caín;del Príncipe, 25;28012;Spain;40.414945992798;-3.700187802315;Madrid
Fernán Gómez Centro Cultural de la Villa;La música de los festivales del Fernán Gómez;de Colón , 4;28001;Spain;40.424637345173;-3.689861297607;Madrid
Teatro EDP Gran Vía;Teatro EDP Gran Vía;de Gran Vía, 66;28013;Spain;40.422412800000;-3.708937800000;Madrid
Teatro Infanta Isabel;Teatro Infanta Isabel;del Barquillo, 24;28004;Spain;40.422252413672;-3.695547580719;Madrid
Teatro Victoria;Teatro Victoria;del Pez, 17;28004;Spain;40.423747089538;-3.705525398254;Madrid
Pabellón Multiusos Madrid Arena (Casa de Campo);Pabellón Multiusos Madrid Arena (Casa de Campo);de Portugal, s/n;28011;Spain;40.413014089867;-3.738216161728;Madrid
Hospital Universitario Santa Cristina;Hospital Universitario Santa Cristina;Maestro Vives, 2;28009;Spain;40.421811355431;-3.671557903290;Madrid
Iglesia de la Buena Dicha;Iglesia de la Buena Dicha;de Silva, 25;28004;Spain;40.421891100000;-3.705691400000;Madrid
Basílica Parroquia la Milagrosa;Basílica Parroquia la Milagrosa;de García de Paredes, 45;28010;Spain;40.436915953514;-3.694893121719;Madrid
Iglesia de Nuestra Señora de los ángeles;Iglesia de Nuestra Señora de los ángeles;de Bravo Murillo, 93;28003;Spain;40.445846100000;-3.704304700000;Madrid
Iglesia del Colegio Divina Pastora;Iglesia del Colegio Divina Pastora;de Santa Engracia, 140;28003;Spain;40.443635300000;-3.702226300000;Madrid
Iglesia Concepción de Nuestra Señora;Iglesia Concepción de Nuestra Señora;de Goya, 26;28001;Spain;40.425107200000;-3.682631400000;Madrid
Fundación Ortega y Gasset - Gregorio Marañón;Fundación Ortega y Gasset - Gregorio Marañón;de Fortuny, 53;28010;Spain;40.434890770456;-3.690719604492;Madrid
"Estación de servicio &quot;Petróleos Porto Pi&quot;";"Estación de servicio &quot;Petróleos Porto Pi&quot;";de Alberto Aguilera, 18;28015;Spain;40.430125633431;-3.708722591400;Madrid
Edificio Capitol;Edificio Capitol;Gran Vía, 41;28013;Spain;40.420447323682;-3.706582188606;Madrid
Sede Cuatrecasas Abogados;Sede Cuatrecasas Abogados;Almagro, 9;28010;Spain;40.429774700000;-3.693678400000;Madrid
Museo Naval;Museo Naval;del Prado, 5;28014;Spain;40.417593845221;-3.692674934864;Madrid
Consejo General del Poder Judicial;Consejo General del Poder Judicial;del Marqués de la Ensenada, 8;28004;Spain;40.424080900000;-3.692237800000;Madrid
Colegio Mixto La Salle-San Rafael;Colegio Mixto La Salle-San Rafael;de Fernando el Católico, 49;28015;Spain;40.434171400000;-3.712795400000;Madrid
Colegio de San Diego y San Vicente;Colegio de San Diego y San Vicente;de Eduardo Dato, 4;28010;Spain;40.432241000000;-3.694460900000;Madrid
Iglesia parroquial de San Manuel y San Benito ;Iglesia parroquial de San Manuel y San Benito ;de Alcalá, 83;28009;Spain;40.420916978454;-3.686154484749;Madrid
Instituto Católico de Artes e Industrias ICAI-ICADE;Instituto Católico de Artes e Industrias ICAI-ICADE;de Alberto Aguilera, 25;28015;Spain;40.430039882371;-3.712719082832;Madrid
Palacio Arzobispal;Palacio Arzobispal;de la Pasa, 1;28005;Spain;40.414101400000;-3.708891900000;Madrid
Iglesia de Ntra. Sra. del Carmen y San Luis Obispo;Iglesia de Ntra. Sra. del Carmen y San Luis Obispo;del Carmen, 10;28013;Spain;40.418250112590;-3.704071640968;Madrid
Depósito elevado de Plaza de Castilla;Depósito elevado de Plaza de Castilla;de Castilla, 9;28036;Spain;40.465563000000;-3.688282700000;Madrid
Iglesia y convento de las Trinitarias descalzas (Monasterio de San Ildefonso y San Juan de la Mata);Iglesia y convento de las Trinitarias descalzas (Monasterio de San Ildefonso y San Juan de la Mata);de Lope de Vega, 18;28014;Spain;40.413692100173;-3.697561919689;Madrid
Viviendas para D. Enrique Pérez Villaamil;Viviendas para D. Enrique Pérez Villaamil;de Matute, 12;28012;Spain;40.413372900000;-3.699918000000;Madrid
Seminario Conciliar de Madrid;Seminario Conciliar de Madrid;San Buenaventura, 9;28005;Spain;40.411609034715;-3.715138435364;Madrid
Real Academia de Medicina;Real Academia de Medicina;de Arrieta, 12;28012;Spain;40.419257700000;-3.710839900000;Madrid
Parque Norte del Servicio de Limpiezas;Parque Norte del Servicio de Limpiezas;de Santa Engracia, 116;28003;Spain;40.440206745885;-3.700761795044;Madrid
Instituto Nacional de Estadística;Instituto Nacional de Estadística;de la Castellana, 183;28046;Spain;40.463923448764;-3.690172433853;Madrid
Instituto Internacional en España;Instituto Internacional en España;de Miguel Ángel , 8;28010;Spain;40.434286470147;-3.690971732140;Madrid
La Casa Encendida;La Casa Encendida;de Valencia, 2;28012;Spain;40.406078387302;-3.699924945831;Madrid
Oratorio del Santo Cristo del Olivar;Oratorio del Santo Cristo del Olivar;de los Cañizares, 4;28012;Spain;40.413095778217;-3.701689839363;Madrid
"Parque de Bomberos n&ordm; 1";"Parque de Bomberos n&ordm; 1";de Santa Engracia, 118;28003;Spain;40.440206745885;-3.700761795044;Madrid
Primer depósito elevado del Canal de Isabel II;Primer depósito elevado del Canal de Isabel II;de Santa Engracia, 125;28003;Spain;40.439514800000;-3.700776900000;Madrid
Palacio López-Dóriga;Palacio López-Dóriga;de Recoletos, 15;28004;Spain;40.421511189141;-3.692672252655;Madrid
Palacio del Marqués de Linares;Palacio del Marqués de Linares;de Cibeles, 2;28014;Spain;40.419763255431;-3.692227005959;Madrid
Palacio del Marqués de Alcañices;Palacio del Marqués de Alcañices;de Recoletos, 13;28004;Spain;40.421370000000;-3.692720000000;Madrid
Palacio del Duque de Granada de Ega;Palacio del Duque de Granada de Ega;de Santo Domingo, 5;28013;Spain;40.419685659190;-3.709653317928;Madrid
Palacio de Zabálburu y viviendas;Palacio de Zabálburu y viviendas;Marqués del Duero, 7;28001;Spain;40.420477953441;-3.690805435181;Madrid
Palacio de la Infanta Isabel de Borbón;Palacio de la Infanta Isabel de Borbón;de Quintana, 7;28008;Spain;40.428208458632;-3.716345429421;Madrid
Palacio de Fernán Núñez;Palacio de Fernán Núñez;de Santa Isabel, 44;28012;Spain;40.409809786082;-3.696942329407;Madrid
Casas del Cordero;Casas del Cordero;Mayor, 1;28013;Spain;40.416463000000;-3.704673200000;Madrid
Real Academia de Farmacia;Real Academia de Farmacia;de la Farmacia, 9;28004;Spain;40.423983947692;-3.699678182602;Madrid
Real Academia Española;Real Academia Española;de Felipe IV, 4;28014;Spain;40.414974582911;-3.690998554230;Madrid
Casa-palacio del Marqués de Portazgo;Casa-palacio del Marqués de Portazgo;de Serrano, 9;28001;Spain;40.422116955740;-3.688577067981;Madrid
Casa Gallardo;Casa Gallardo;de Ferraz, 2;28008;Spain;40.423167191916;-3.714253306389;Madrid
Casa de las Flores;Casa de las Flores;Hilarión Eslava, 2;28015;Spain;40.432288900000;-3.716711600000;Madrid
Banco Mercantil e Industrial;Banco Mercantil e Industrial;de Alcalá, 31;28014;Spain;40.418500200000;-3.698366500000;Madrid
Antigua Fábrica Osram;Antigua Fábrica Osram;de Palos de la Frontera, 13;28012;Spain;40.403553908249;-3.697527050972;Madrid
Antigua casa comercial Palazuelo;Antigua casa comercial Palazuelo;Mayor, 4;28013;Spain;40.416716600000;-3.705067800000;Madrid
Tribunal de Cuentas del Reino;Tribunal de Cuentas del Reino;de Fuencarral, 81;28004;Spain;40.425793026427;-3.701282143593;Madrid
Real Compañía Asturiana de Minas;Real Compañía Asturiana de Minas;de España, 8;28008;Spain;40.422297336108;-3.712501823902;Madrid
Colegio de Nuestra Señora del Pilar;Colegio de Nuestra Señora del Pilar;de Castelló, 56;28001;Spain;40.428308504249;-3.681128025055;Madrid
Colegio de Nuestra Señora de Loreto;Colegio de Nuestra Señora de Loreto;del Príncipe de Vergara, 42;28001;Spain;40.428059410805;-3.679357767105;Madrid
Centro Superior de Estudios de la Defensa Nacional;Centro Superior de Estudios de la Defensa Nacional;de la Castellana, 61;28046;Spain;40.439937282589;-3.691948056221;Madrid
Casas Salabert;Casas Salabert;de la Independecia, 8;28001;Spain;40.419320000000;-3.689020000000;Madrid
Casa Palacio del Conde de Gamazo;Casa Palacio del Conde de Gamazo;de Génova, 26;28004;Spain;40.425773300000;-3.692339700000;Madrid
Bolsa de Comercio de Madrid;Bolsa de Comercio de Madrid;de la Lealtad, 1;28014;Spain;40.416902900000;-3.692887500000;Madrid
Asilo de las Hermanitas de los Pobres;Asilo de las Hermanitas de los Pobres;de Zurbarán, 4;28010;Spain;40.429541707385;-3.694496154785;Madrid
Escuelas Pías de San Fernando;Escuelas Pías de San Fernando (Sede UNED);del Tribulete, 14;28012;Spain;40.407700049627;-3.702966570854;Madrid
Real Academia de Jurisprudencia y Legislación;Real Academia de Jurisprudencia y Legislación;del Marqués de Cubas, 13;28014;Spain;40.417517012255;-3.695507347584;Madrid
Embajada de Francia;Embajada de Francia;de Salustiano Olozaga, 9;28001;Spain;40.420299800000;-3.689742100000;Madrid
 Estación de Atocha; Estación de Atocha;del Emperador Carlos V, s/n;28045;Spain;40.407554004566;-3.691784838387;Madrid
Frontón Beti-Jai;Frontón Beti-Jai;del Marqués de Riscal, 7;28010;Spain;40.430770804566;-3.691245317459;Madrid
Instituto Homeopático y Hospital de San José;Instituto Homeopático y Hospital de San José;Eloy Gonzalo, 3;28010;Spain;40.433968800000;-3.703370500000;Madrid
Instituto de Enseñanza Secundaria Cervantes;Instituto de Enseñanza Secundaria Cervantes;de Embajadores, 70;28012;Spain;40.405941800000;-3.703275100000;Madrid
Instituto Cardenal Cisneros;Instituto Cardenal Cisneros;de los Reyes, 4;28015;Spain;40.424490331294;-3.708379268646;Madrid
Iglesia y convento de San Pascual;Iglesia y convento de San Pascual;de Recoletos, 11;28004;Spain;40.421145200000;-3.692874900000;Madrid
Iglesia de Santiago;Iglesia de Santiago;de Santiago, 24;28013;Spain;40.416766546117;-3.710985034704;Madrid
Iglesia de San Fermín de los Navarros;Iglesia de San Fermín de los Navarros;de Eduardo Dato, 10;28010;Spain;40.432714447281;-3.692532777786;Madrid
Hospital del Niño Jesús;Hospital del Niño Jesús;de Menéndez Pelayo, 65;28009;Spain;40.414361934971;-3.676106929779;Madrid
Hospital de la Cruz Roja San José y Santa Adela;Hospital de la Cruz Roja San José y Santa Adela;de la Reina Victoria, 22;28003;Spain;40.447249900000;-3.707650000000;Madrid
Fundación Carlos de Amberes;Fundación Carlos de Amberes;de Claudio Coello, 99;28006;Spain;40.431217929031;-3.685958683491;Madrid
Espacio COAM ;Espacio COAM;de Hortaleza, 63;28004;Spain;40.424184051345;-3.698503375053;Madrid
Universidad Central;Universidad Central;de San Bernardo, 49;28015;Spain;40.424902900000;-3.707450200000;Madrid
Salón de Reinos del Palacio del Buen Retiro;Salón de Reinos del Palacio del Buen Retiro;de Méndez Nuñez, 8;28014;Spain;40.415620700000;-3.689527900000;Madrid
Palacio del duque de Uceda o de los Consejos;Palacio del duque de Uceda o de los Consejos;Mayor, 79;28013;Spain;40.414935782041;-3.713089227676;Madrid
Palacio de Abrantes (Instituto Italiano di Cultura);Palacio de Abrantes (Instituto Italiano di Cultura);Mayor, 86;28013;Spain;40.415209429810;-3.712799549103;Madrid
Instituto de San Isidro;Instituto de San Isidro;de Toledo, 39;28005;Spain;40.412613815515;-3.707413673401;Madrid
Iglesia y Convento de las Recogidas de Santa María Magdalena ;Iglesia y Convento de las Recogidas de Santa María Magdalena ;de Hortaleza, 88;28004;Spain;40.424086041467;-3.698267340660;Madrid
Monasterio de las Mercedarias Descalzas ;Monasterio de las Mercedarias Descalzas ;Luis de Góngora, 15;28004;Spain;40.423175359522;-3.696727752686;Madrid
Capilla y comedor del Ave María;Capilla y comedor del Ave María;del Doctor Cortezo, 4;28012;Spain;40.413864664958;-3.703836947680;Madrid
Convento e iglesia de las Reparadoras ;Convento e iglesia de las Reparadoras ;de Torija, 12;28013;Spain;40.420818963816;-3.710723519325;Madrid
Ermita de la Virgen del Puerto;Ermita de la Virgen del Puerto;de la Virgen del Puerto, 4;28005;Spain;40.412349200000;-3.721723500000;Madrid
Palacio del Marqués de Grimaldi o de Godoy;Palacio del Marqués de Grimaldi o de Godoy;de la Marina Española, 9;28013;Spain;40.420639269942;-3.712466955185;Madrid
Palacio del Duque del Infantado;Palacio del Duque del Infantado;de Don Pedro, 1;28005;Spain;40.411496710726;-3.711791038513;Madrid
Palacio de Parcent;Palacio de Parcent;de San Bernardo, 62;28015;Spain;40.425921661098;-3.706987202168;Madrid
Palacio de Lezcano o de O'Reilly;Palacio de Lezcano o de O'Reilly;del Sacramento, 3;28005;Spain;40.414471400000;-3.711122000000;Madrid
Palacio de Buenavista;Palacio de Buenavista;de Cibeles, s/n;28014;Spain;40.419818389548;-3.694463968277;Madrid
Palacio de Altamira;Palacio de Altamira;de Flor Alta, 8;28004;Spain;40.421694400000;-3.707221200000;Madrid
Palacio Bauer;Palacio Bauer;de San Bernardo, 44;28015;Spain;40.424490331294;-3.707301020622;Madrid
Iglesia de San Marcos;Iglesia de San Marcos;San Leonardo, 10;28015;Spain;40.424976292616;-3.711276054382;Madrid
Capilla de San Isidro en la Iglesia de San Andrés;Capilla de San Isidro en la Iglesia de San Andrés;de San Andrés, 1;28005;Spain;40.412017484005;-3.711415529251;Madrid
Real Monasterio de Agustinas Recoletas de la Visitación de Santa Isabel;Real Monasterio de Agustinas Recoletas de la Visitación de Santa Isabel;de Santa Isabel, 48 bis;28012;Spain;40.409450500000;-3.696187300000;Madrid
Iglesia Parroquial de San Jerónimo el Real;Iglesia Parroquial de San Jerónimo el Real;de Moreto, 4;28014;Spain;40.414504886656;-3.690891265869;Madrid
Sociedad Cervantina;Sociedad Cervantina;de Atocha, 87;28012;Spain;40.411451900000;-3.697106000000;Madrid
Casa de la Panadería;Casa de la Panadería;Mayor, 27;28012;Spain;40.415893544363;-3.707413673401;Madrid
Casa de Cisneros;Casa de Cisneros;de la Villa, 4;28005;Spain;40.414868391001;-3.710439205170;Madrid
Capilla del Obispo en la Iglesia de San Andrés;Capilla del Obispo en la Iglesia de San Andrés;de la Paja, 1;28005;Spain;40.412503535429;-3.711592555046;Madrid
Capilla del Cristo de los Dolores;Capilla del Cristo de los Dolores;San Buenaventura, 1;28005;Spain;40.410747500000;-3.714488300000;Madrid
Casa de la Carnicería;Casa de la Carnicería;Mayor, 3;28012;Spain;40.415513708485;-3.707402944565;Madrid
Iglesia Monasterio de las Benedictinas de San Plácido;Iglesia Monasterio de las Benedictinas de San Plácido;de San Roque, 9;28004;Spain;40.422822109620;-3.704506158829;Madrid
Iglesia de San Martín de Tours;Iglesia de San Martín de Tours;del Desengaño, 28;28004;Spain;40.421202853667;-3.704648315907;Madrid
Parroquia San Millán y San Cayetano;Parroquia San Millán y San Cayetano;de Embajadores, 15;28012;Spain;40.409523862460;-3.705667555332;Madrid
Iglesia de Nuestra Señora de Montserrat;Iglesia de Nuestra Señora de Montserrat;de San Bernardo, 79;28015;Spain;40.427651058899;-3.706495016813;Madrid
Monasterio Jerónimo del Corpus Christi (Convento de las Carboneras);Monasterio Jerónimo del Corpus Christi (Convento de las Carboneras);del Conde de Miranda, 3;28005;Spain;40.414831632224;-3.709800839424;Madrid
Convento Madres Mercedarias de Don Juan de Alarcón ;Convento Madres Mercedarias de Don Juan de Alarcón ;de la Puebla, 1;28004;Spain;40.421878739516;-3.701921179891;Madrid
Casa de la Villa;Casa de la Villa;de la Villa, 5;28005;Spain;40.415195134805;-3.710777163506;Madrid
Galería My name's Lolita Art;Galería My name's Lolita Art;de Almadén, 12;28014;Spain;40.411039200000;-3.694774400000;Madrid
Galería Tiempos Modernos;Galería Tiempos Modernos;de Arrieta, 17;28013;Spain;40.419256700000;-3.711183800000;Madrid
Palacio de Liria;Palacio de Liria;de la Princesa, 20;28008;Spain;40.427716395371;-3.712477684021;Madrid
Real Observatorio de Madrid;Real Observatorio de Madrid;de Alfonso XII, 3;28014;Spain;40.408447553361;-3.687629699707;Madrid
Palacio de Cristal;Palacio de Cristal;República de Cuba, 4;28009;Spain;40.413569800000;-3.682002600000;Madrid
Parroquia de Santa Cruz ;Parroquia de Santa Cruz ;de Atocha, 6;28012;Spain;40.414543400000;-3.705201000000;Madrid
Iglesia del Sacramento ;Iglesia del Sacramento;del Sacramento, 11;28005;Spain;40.414774451864;-3.712247014046;Madrid
Muralla árabe;Muralla árabe;de la Vega, s/n;28013;Spain;40.414892896842;-3.714542984963;Madrid
Torre y casa de los Lujanes;Torre y casa de los Lujanes;de la Villa, 2 - 3;28005;Spain;40.415123659733;-3.710203170776;Madrid
Sala de Exposiciones Arqueria Nuevos Ministerios;Sala de Exposiciones Arqueria Nuevos Ministerios;de la Castellana, 67;28046;Spain;40.443587193638;-3.692060709000;Madrid
Sala Canal de Isabel II de la Comunidad de Madrid;Sala Canal de Isabel II de la Comunidad de Madrid;de Santa Engracia, 125;28003;Spain;40.439480009071;-3.701346516609;Madrid
Galería de Arte Espacio Mínimo;Galería de Arte Espacio Mínimo;del Doctor Fourquet, 17;28012;Spain;40.407534617351;-3.697085827589;Madrid
Galería Gráfica La Caja Negra;Galería Gráfica La Caja Negra;Fernando VI, 17,  2º I;28004;Spain;40.425044100000;-3.695844500000;Madrid
Galería de Arte Helga de Alvear;Galería de Arte Helga de Alvear;del Doctor Fourquet, 12;28012;Spain;40.408280080568;-3.696105480194;Madrid
Galería de Arte Juana de Aizpuru;Galería de Arte Juana de Aizpuru;del Barquillo, 44;28004;Spain;40.424300437890;-3.695463091135;Madrid
Galería de Arte Kreisler;Galería de Arte Kreisler;de Hermosilla, 8;28001;Spain;40.426405570276;-3.688324391842;Madrid
Galería Marlborough;Galería Marlborough;de Orfila, 5;28010;Spain;40.427426464295;-3.692924380302;Madrid
Galería Max Estrella;Galería Max Estrella;de Santo Tomé, 6, patio;28004;Spain;40.423534733242;-3.695020526648;Madrid
Biblioteca Nacional;Biblioteca Nacional;de Recoletos, 20 - 22;28071;Spain;40.423755257075;-3.690097332001;Madrid
Teatro Galileo;Teatro Galileo;de Galileo, 39;28015;Spain;40.433694413901;-3.710460662842;Madrid
Teatros del Canal;"Concierto solidario Noa en&nbsp;#LaCuartaSalaCanal";de Cea Bermúdez, 1;28003;Spain;40.438572000000;-3.705035600000;Madrid
